date,open,high,low,close,volume
2020-03-16,183.8616271092597,192.28572051634615,182.91473905648823,189.81075860370075,567240
2020-03-17,169.0569177249838,170.38535602092517,166.13869428785594,167.21876002412853,282151
2020-03-18,164.98339722696093,168.4201170222071,158.45052942968383,164.01149686215163,281552
2020-03-19,132.33179542292402,138.6268534680616,127.33720555326184,137.44184529325324,727371
2020-03-20,164.5797489695517,167.71241258585937,156.96656482329632,158.32078286171162,985152
2020-03-21,102.6741215965263,109.80709689211872,94.34628178598273,102.24759329219397,760464
2020-03-22,109.11498906460434,110.68087256843945,106.50822515243397,108.37127496373262,966207
2020-03-23,163.12043074984675,172.27072478711176,156.45506411859824,166.8631758144844,655116
2020-03-24,148.62367374473726,158.25743293429494,145.401078173753,156.95850182203458,94713
2020-03-25,191.65782436302368,194.47584047342258,191.35195900428855,192.65085820481454,833320
2020-03-26,145.23709262028694,152.5684235328372,136.43443021028654,137.2359938338747,860467
2020-03-27,149.2034838466085,155.5469051833966,141.38125272070764,154.57544685065184,954606
2020-03-28,174.00887316650685,181.9346920519677,173.92361069921986,174.37553539040022,726583
2020-03-29,149.13586399275266,154.80209546863153,144.34574193396276,151.70465596300664,149330
2020-03-30,125.56382078754265,127.85365609458218,121.60642026071517,126.00234280103179,31781
2020-03-31,174.4689179538368,183.95733856296866,166.16293509328642,176.24630924742337,705049
2020-04-01,164.8528111924428,171.92297203370202,161.0885881786369,171.01338676026722,155870
2020-04-02,133.7332242274185,138.06704293890567,128.67709764541505,131.893685993114,101324
2020-04-03,158.35939255204403,165.61331687645233,150.95537135785196,165.10580282475325,14657
2020-04-04,173.79602671522343,175.53773595734555,170.18791002750558,175.03916258367283,634304
2020-04-05,179.410014507661,186.35189065901272,178.79184923102946,185.53913345176932,638427
2020-04-06,136.1962260513365,144.61405263334797,127.43602675259555,131.67323854958124,83160
2020-04-07,111.2224567866807,114.87913019348296,104.8792503336726,108.00831109940253,808807
2020-04-08,181.81061392753162,182.5223194255485,174.94844550849012,181.27750998198763,964047
2020-04-09,113.97122559448528,120.84254926729182,108.95674401960932,114.09193997372834,183374
2020-04-10,108.57532538309252,111.32455741130336,104.5322637829481,108.19556535251394,267404
2020-04-11,108.985260174496,112.56547711155982,103.117736748197,112.53051880024277,777584
2020-04-12,151.02923895447015,153.71724627383858,143.80156720833108,149.850216321159,428811
2020-04-13,137.46004648916352,145.19846872217963,136.85876915014998,142.6838833611264,279029
2020-04-14,172.6114330963677,174.92880721840442,163.46772270459286,166.82625346301802,24106
2020-04-15,149.30551287644977,154.01814606654824,146.5768341662746,150.43052067616753,179956
2020-04-16,171.7789341768135,172.80214649151353,168.6222553935966,171.50162684519935,252754
2020-04-17,147.6271760181757,157.1236002737004,146.5100412303175,149.56549137152282,264603
2020-04-18,126.72047174804251,132.40547630821732,118.33066705779305,120.61174127490965,932624
2020-04-19,141.4094045724249,147.8588697413818,134.29528577257514,134.64126863941377,993773
2020-04-20,114.10775488244025,115.46762944590392,109.56437809384867,112.19053799230473,953540
2020-04-21,175.96361513721615,179.20103331154112,172.6221495116817,176.6882871810994,871172
2020-04-22,165.19209224834705,167.39664635065049,162.35138463340115,162.44383929633682,25603
2020-04-23,176.040005355027,179.18691508840962,174.1712464995511,177.63300559597786,321508
2020-04-24,191.6867308109503,193.04571836662987,182.38246111881503,188.89852549229013,850994
2020-04-25,152.46388943516914,158.13263179486842,143.9577556373618,154.62135145577264,15980
2020-04-26,167.0870094614583,173.39782315594772,166.6605978521993,169.66176875020744,671408
2020-04-27,105.36120829048113,110.58962896417191,100.38084485276374,108.6664468028926,324952
2020-04-28,193.56015065497252,200.14960965895952,189.00580724238318,196.9119515491928,851566
2020-04-29,161.66981327752484,164.69273347659663,160.32128201783664,164.46091903323622,995930
2020-04-30,102.73296524990873,111.47507577653462,93.84664041276217,108.29012644153579,541275
2020-05-01,195.96399879185208,197.97293950695706,187.01840079955494,194.74890385973325,945263
2020-05-02,172.6233678851603,175.6584523333714,172.0844514217995,172.5142893335878,81788
2020-05-03,163.08871003152206,167.71322128735844,156.978086345604,164.24303636393296,308463
2020-05-04,143.7130585239445,153.02642914983494,136.71988984338594,149.1117515880878,936412
2020-05-05,116.04845644575649,123.5669162814918,110.67507496940762,115.74682993953735,297649
2020-05-06,144.09245036002767,148.08136501322934,140.02048251034347,146.4296778705483,977060
2020-05-07,177.38741832069937,180.14116196924536,175.0246802193275,178.0294922918531,219574
2020-05-08,185.96629211154712,188.94271950393014,179.6691691832268,187.9025001631422,491976
2020-05-09,170.43622745018374,172.7163096342521,166.72883082016227,170.53676532566277,80433
2020-05-10,119.09879806949618,119.10347396062531,109.10714060360053,110.44616251031634,703222
2020-05-11,197.3117834942766,206.7566304456486,194.60662892116792,197.2858541384302,871580
2020-05-12,193.18668866275146,202.83947176832513,192.59036674468658,200.1608192057183,989289
2020-05-13,122.61678377812723,125.19195972587995,116.74231546081046,117.38051229252656,141805
2020-05-14,126.79672407410654,132.92155891100631,123.45487821365917,128.0805873849567,442771
2020-05-15,108.01245874901545,113.29973911396262,106.14264979644126,108.78872294104313,534706
2020-05-16,105.1610199122084,111.75721951945174,103.87573037981508,108.40746689639083,279970
2020-05-17,192.89350904554792,199.9680732621533,190.9388298772684,198.52477146156977,502870
2020-05-18,136.21701174043375,146.18339682008005,131.81676664653017,141.97075046202164,270418
2020-05-19,108.44850058660701,109.22966312670144,100.37576251363647,102.46583868547846,254909
2020-05-20,188.10536339204108,188.60173888521888,187.14215999745815,188.15301532740048,190399
2020-05-21,154.10178838512454,162.44371889263388,146.78641761502487,154.3276407509533,204485
2020-05-22,142.80608721798666,150.3022676638117,134.826582951448,147.99364006491956,311723
2020-05-23,153.82913632170482,162.62674344769292,151.33025793081876,158.51715136792825,437790
2020-05-24,136.44264495939365,136.9628053204007,127.44923862457347,135.63428771243807,456060
2020-05-25,162.43934986897193,164.4901760106304,161.86647956480596,163.08640075783063,288199
2020-05-26,129.3701654813866,130.8539501379849,128.97510125444006,129.71807935641434,454967
2020-05-27,176.00760151428523,177.13393004879057,174.42464967212487,175.53282463017058,699833
2020-05-28,125.25678828929398,130.25102381768895,115.93958675510211,121.18819584156549,699676
2020-05-29,168.40894857687357,175.09506659499786,161.46807655782646,167.18078883624185,594464
2020-05-30,166.6803972236695,174.9716446318684,166.43886835716555,171.67341211138105,571106
2020-05-31,131.27439075335278,133.1903419957476,128.58576967543902,130.51861903517988,711904
2020-06-01,155.4741351937875,163.85075250727238,150.43493355487752,150.6598632209176,726233
2020-06-02,181.4201093312996,181.7122007142164,174.6095672453025,176.43699096421932,104555
2020-06-03,162.1899252675763,167.84004296618454,159.22468541758587,164.75129810961738,812280
2020-06-04,128.54283677188175,132.5767434291009,127.9817611236053,130.3472966162335,628105
2020-06-05,157.0927996578643,161.31002999807293,148.106607811963,154.66185478315404,564025
2020-06-06,151.6798086053999,158.3024933921063,147.36872449267156,157.23238978164474,740741
2020-06-07,163.4544338903341,166.38464170866425,162.0808773245488,165.18407430361097,721321
2020-06-08,164.94157678664004,168.4250944276471,160.95198291656115,164.25357769803907,352869
2020-06-09,132.37109594203002,136.74232539668006,122.49935187961313,123.85167827452494,168923
2020-06-10,116.39605007221175,122.9948465064355,110.66663481611339,112.49130027454459,141563
2020-06-11,145.63254840995708,149.41079549972108,140.9489337472251,148.94092809656655,947798
2020-06-12,138.8990740758715,142.84995691038688,129.82213490127126,134.0199943838907,161941
2020-06-13,165.72515632384125,171.5719952074094,165.62087997009598,167.47140060726886,150875
2020-06-14,129.72333696505137,134.7051205391411,129.39887893570983,134.28290861303657,153046
2020-06-15,197.80181868085117,199.39720206221088,189.47181348522682,198.81923271598572,498022
2020-06-16,105.5852760153884,105.75430139250192,98.08937110682764,105.6538655435299,52974
2020-06-17,112.89369642827991,115.82731490584105,105.52006346811561,109.8886818783585,14480
2020-06-18,177.22355912473125,185.68063045009316,167.88054213110794,175.79514388181144,102476
2020-06-19,154.1292979531309,156.71622794546175,151.0801935499606,151.7759888062969,113875
2020-06-20,122.12985511456044,130.44657438473826,120.12299268520763,125.50129305769632,866831
2020-06-21,168.46282278710927,174.05424826839277,166.71547147577996,170.13200854838206,763077
2020-06-22,188.29985071369336,197.80564448148215,186.6175442859824,195.7511183429762,356054
2020-06-23,105.9389529563728,106.1837666001481,105.84198250940409,106.06647167837552,682487
2020-06-24,111.05136738274439,118.35301732432742,106.2552370360273,117.60083106792632,305350
2020-06-25,197.7604232012354,201.99980794084018,189.84161767445002,193.69012325125303,584398
2020-06-26,106.35888616011854,110.23373841247592,100.52294070748955,104.9437165867122,232816
2020-06-27,124.57529914531364,128.8765388629659,121.26957618156472,125.5459867929452,883717
2020-06-28,149.87524887940148,157.91777765490522,140.38324484356005,156.6561674942997,474454
2020-06-29,177.2106092889718,179.5729706888747,172.04490280293587,174.31481374863705,655793
2020-06-30,180.89779259373637,187.3810460729053,176.97623811295142,183.910069775678,686993
2020-07-01,134.44985511405,136.0190471734199,133.96368609379144,134.43666357525146,222947
2020-07-02,159.14362378593003,167.91535081157545,153.31804698534833,162.82800452208048,722071
2020-07-03,148.5938622737432,151.3777355820822,145.58502578862525,146.74454615041245,680525
2020-07-04,181.23793331488724,182.07699825660217,173.61266475670251,178.32214686440764,484143
2020-07-05,128.88591879328436,130.32582593562861,126.03586631580558,127.5032287370506,886745
2020-07-06,160.48799057897713,165.75300385052344,152.80430356094902,155.77200678242653,861065
2020-07-07,115.04213506636337,118.12318318189146,112.31793957866775,116.22292469160455,990719
2020-07-08,137.25399437142485,139.11865063379864,131.55885287855892,132.94422688260877,580854
2020-07-09,162.42191049168034,163.06158774971175,156.47598741897104,161.36014138695052,92100
2020-07-10,197.4833293311063,203.26016297220693,189.8221134266628,198.12326545606817,823701
2020-07-11,126.3153712606383,134.7004712975685,123.75202532187417,130.1223930176397,93324
2020-07-12,177.481586485889,185.35027584097645,175.15725496647715,177.56327457932548,93253
2020-07-13,164.95105314538756,166.03705193204942,156.41373360592317,160.26429828391204,18782
2020-07-14,116.5629865487254,125.58943234846802,110.90307277123841,117.25638601167873,616752
2020-07-15,140.9373648200979,141.23665480423597,139.52508537090307,140.43508626688498,511272
2020-07-16,188.6589167122665,192.87063834081476,184.42539268112264,190.8252262258446,209583
2020-07-17,172.34247992035753,179.1556224732643,169.6533464509432,178.95026472688966,561872
2020-07-18,116.76042156926809,122.36273238456181,110.97398442569009,119.24449714590091,566895
